Module	SS	Quartile	type	variable	value
M10.1	DAVID	Q3	genes	rep_inc	45.0
M10.0	DF	Q0	terms	rep	26.31578947368421
M10.0	DF	Q0	genes	rep	100.0
M10.0	DF	Q1	terms	rep_inc	25.43859649122807
M10.0	DF	Q1	genes	rep_inc	100.0
M10.0	DF	Q2	terms	rep_inc	15.789473684210526
M10.0	DF	Q2	genes	rep_inc	93.33333333333333
M10.0	DF	Q3	terms	rep_inc	7.017543859649122
M10.0	DF	Q3	genes	rep_inc	63.333333333333336
M10.0	Ganesan	Q0	terms	rep	35.8974358974359
M10.0	Ganesan	Q0	genes	rep	100.0
M10.0	Ganesan	Q1	terms	rep_inc	10.256410256410257
M10.0	Ganesan	Q1	genes	rep_inc	50.0
M10.0	Ganesan	Q2	terms	rep_inc	0.0
M10.0	Ganesan	Q2	genes	rep_inc	0.0
M10.0	Ganesan	Q3	terms	rep_inc	0.0
M10.0	Ganesan	Q3	genes	rep_inc	0.0
M10.0	LC	Q0	terms	rep	53.333333333333336
M10.0	LC	Q0	genes	rep	100.0
M10.0	LC	Q1	terms	rep_inc	0.0
M10.0	LC	Q1	genes	rep_inc	0.0
M10.0	LC	Q2	terms	rep_inc	0.0
M10.0	LC	Q2	genes	rep_inc	0.0
M10.0	LC	Q3	terms	rep_inc	0.0
M10.0	LC	Q3	genes	rep_inc	0.0
M10.0	PS	Q0	terms	rep	33.333333333333336
M10.0	PS	Q0	genes	rep	100.0
M10.0	PS	Q1	terms	rep_inc	12.820512820512821
M10.0	PS	Q1	genes	rep_inc	50.0
M10.0	PS	Q2	terms	rep_inc	0.0
M10.0	PS	Q2	genes	rep_inc	0.0
M10.0	PS	Q3	terms	rep_inc	0.0
M10.0	PS	Q3	genes	rep_inc	0.0
M10.0	Zhou	Q0	terms	rep	50.0
M10.0	Zhou	Q0	genes	rep	100.0
M10.0	Zhou	Q1	terms	rep_inc	0.0
M10.0	Zhou	Q1	genes	rep_inc	0.0
M10.0	Zhou	Q2	terms	rep_inc	0.0
M10.0	Zhou	Q2	genes	rep_inc	0.0
M10.0	Zhou	Q3	terms	rep_inc	0.0
M10.0	Zhou	Q3	genes	rep_inc	0.0
M10.0	Resnik	Q0	terms	rep	52.7027027027027
M10.0	Resnik	Q0	genes	rep	100.0
M10.0	Resnik	Q1	terms	rep_inc	24.324324324324323
M10.0	Resnik	Q1	genes	rep_inc	96.66666666666667
M10.0	Resnik	Q2	terms	rep_inc	14.864864864864865
M10.0	Resnik	Q2	genes	rep_inc	80.0
M10.0	Resnik	Q3	terms	rep_inc	6.756756756756757
M10.0	Resnik	Q3	genes	rep_inc	40.0
M10.0	Lin	Q0	terms	rep	31.914893617021278
M10.0	Lin	Q0	genes	rep	100.0
M10.0	Lin	Q1	terms	rep_inc	22.340425531914892
M10.0	Lin	Q1	genes	rep_inc	100.0
M10.0	Lin	Q2	terms	rep_inc	12.76595744680851
M10.0	Lin	Q2	genes	rep_inc	80.0
M10.0	Lin	Q3	terms	rep_inc	6.382978723404255
M10.0	Lin	Q3	genes	rep_inc	73.33333333333333
M10.0	Nunivers	Q0	terms	rep	32.467532467532465
M10.0	Nunivers	Q0	genes	rep	100.0
M10.0	Nunivers	Q1	terms	rep_inc	27.272727272727273
M10.0	Nunivers	Q1	genes	rep_inc	100.0
M10.0	Nunivers	Q2	terms	rep_inc	15.584415584415584
M10.0	Nunivers	Q2	genes	rep_inc	90.0
M10.0	Nunivers	Q3	terms	rep_inc	7.792207792207792
M10.0	Nunivers	Q3	genes	rep_inc	66.66666666666667
M10.0	AIC	Q0	terms	rep	66.66666666666667
M10.0	AIC	Q0	genes	rep	100.0
M10.0	AIC	Q1	terms	rep_inc	5.555555555555555
M10.0	AIC	Q1	genes	rep_inc	26.666666666666668
M10.0	AIC	Q2	terms	rep_inc	0.0
M10.0	AIC	Q2	genes	rep_inc	0.0
M10.0	AIC	Q3	terms	rep_inc	0.0
M10.0	AIC	Q3	genes	rep_inc	0.0
M10.0	DAVID	Q0	terms	rep	50.0
M10.0	DAVID	Q0	genes	rep	80.0
M10.0	DAVID	Q1	terms	rep_inc	46.666666666666664
M10.0	DAVID	Q1	genes	rep_inc	76.66666666666667
M10.0	DAVID	Q2	terms	rep_inc	40.0
M10.0	DAVID	Q2	genes	rep_inc	70.0
M10.0	DAVID	Q3	terms	rep_inc	30.0
M10.0	DAVID	Q3	genes	rep_inc	60.0
M158.1	DF	Q0	terms	rep	43.47826086956522
M158.1	DF	Q0	genes	rep	100.0
M158.1	DF	Q1	terms	rep_inc	17.391304347826086
M158.1	DF	Q1	genes	rep_inc	100.0
M158.1	DF	Q2	terms	rep_inc	8.695652173913043
M158.1	DF	Q2	genes	rep_inc	91.66666666666667
M158.1	DF	Q3	terms	rep_inc	4.3478260869565215
M158.1	DF	Q3	genes	rep_inc	75.0
M158.1	Ganesan	Q0	terms	rep	66.66666666666667
M158.1	Ganesan	Q0	genes	rep	100.0
M158.1	Ganesan	Q1	terms	rep_inc	0.0
M158.1	Ganesan	Q1	genes	rep_inc	0.0
M158.1	Ganesan	Q2	terms	rep_inc	0.0
M158.1	Ganesan	Q2	genes	rep_inc	0.0
M158.1	Ganesan	Q3	terms	rep_inc	0.0
M158.1	Ganesan	Q3	genes	rep_inc	0.0
M158.1	LC	Q0	terms	rep	66.66666666666667
M158.1	LC	Q0	genes	rep	100.0
M158.1	LC	Q1	terms	rep_inc	16.666666666666668
M158.1	LC	Q1	genes	rep_inc	75.0
M158.1	LC	Q2	terms	rep_inc	16.666666666666668
M158.1	LC	Q2	genes	rep_inc	75.0
M158.1	LC	Q3	terms	rep_inc	0.0
M158.1	LC	Q3	genes	rep_inc	0.0
M158.1	PS	Q0	terms	rep	54.54545454545455
M158.1	PS	Q0	genes	rep	100.0
M158.1	PS	Q1	terms	rep_inc	0.0
M158.1	PS	Q1	genes	rep_inc	0.0
M158.1	PS	Q2	terms	rep_inc	0.0
M158.1	PS	Q2	genes	rep_inc	0.0
M158.1	PS	Q3	terms	rep_inc	0.0
M158.1	PS	Q3	genes	rep_inc	0.0
M158.1	Zhou	Q0	terms	rep	50.0
M158.1	Zhou	Q0	genes	rep	100.0
M158.1	Zhou	Q1	terms	rep_inc	0.0
M158.1	Zhou	Q1	genes	rep_inc	0.0
M158.1	Zhou	Q2	terms	rep_inc	0.0
M158.1	Zhou	Q2	genes	rep_inc	0.0
M158.1	Zhou	Q3	terms	rep_inc	0.0
M158.1	Zhou	Q3	genes	rep_inc	0.0
M158.1	Resnik	Q0	terms	rep	66.66666666666667
M158.1	Resnik	Q0	genes	rep	100.0
M158.1	Resnik	Q1	terms	rep_inc	16.666666666666668
M158.1	Resnik	Q1	genes	rep_inc	100.0
M158.1	Resnik	Q2	terms	rep_inc	8.333333333333334
M158.1	Resnik	Q2	genes	rep_inc	91.66666666666667
M158.1	Resnik	Q3	terms	rep_inc	0.0
M158.1	Resnik	Q3	genes	rep_inc	0.0
M158.1	Lin	Q0	terms	rep	33.333333333333336
M158.1	Lin	Q0	genes	rep	100.0
M158.1	Lin	Q1	terms	rep_inc	19.047619047619047
M158.1	Lin	Q1	genes	rep_inc	100.0
M158.1	Lin	Q2	terms	rep_inc	4.761904761904762
M158.1	Lin	Q2	genes	rep_inc	25.0
M158.1	Lin	Q3	terms	rep_inc	0.0
M158.1	Lin	Q3	genes	rep_inc	0.0
M158.1	Nunivers	Q0	terms	rep	33.333333333333336
M158.1	Nunivers	Q0	genes	rep	100.0
M158.1	Nunivers	Q1	terms	rep_inc	26.666666666666668
M158.1	Nunivers	Q1	genes	rep_inc	91.66666666666667
M158.1	Nunivers	Q2	terms	rep_inc	13.333333333333334
M158.1	Nunivers	Q2	genes	rep_inc	91.66666666666667
M158.1	Nunivers	Q3	terms	rep_inc	3.3333333333333335
M158.1	Nunivers	Q3	genes	rep_inc	75.0
M158.1	AIC	Q0	terms	rep	47.82608695652174
M158.1	AIC	Q0	genes	rep	100.0
M158.1	AIC	Q1	terms	rep_inc	26.08695652173913
M158.1	AIC	Q1	genes	rep_inc	100.0
M158.1	AIC	Q2	terms	rep_inc	8.695652173913043
M158.1	AIC	Q2	genes	rep_inc	91.66666666666667
M158.1	AIC	Q3	terms	rep_inc	4.3478260869565215
M158.1	AIC	Q3	genes	rep_inc	75.0
M158.1	DAVID	Q0	terms	rep	73.33333333333333
M158.1	DAVID	Q0	genes	rep	75.0
M158.1	DAVID	Q1	terms	rep_inc	73.33333333333333
M158.1	DAVID	Q1	genes	rep_inc	75.0
M158.1	DAVID	Q2	terms	rep_inc	33.333333333333336
M158.1	DAVID	Q2	genes	rep_inc	75.0
M158.1	DAVID	Q3	terms	rep_inc	6.666666666666667
M158.1	DAVID	Q3	genes	rep_inc	75.0
M158.0	DF	Q0	terms	rep	32.5
M158.0	DF	Q0	genes	rep	100.0
M158.0	DF	Q1	terms	rep_inc	20.0
M158.0	DF	Q1	genes	rep_inc	86.66666666666667
M158.0	DF	Q2	terms	rep_inc	5.0
M158.0	DF	Q2	genes	rep_inc	33.333333333333336
M158.0	DF	Q3	terms	rep_inc	2.5
M158.0	DF	Q3	genes	rep_inc	33.333333333333336
M158.0	Ganesan	Q0	terms	rep	52.94117647058823
M158.0	Ganesan	Q0	genes	rep	100.0
M158.0	Ganesan	Q1	terms	rep_inc	0.0
M158.0	Ganesan	Q1	genes	rep_inc	0.0
M158.0	Ganesan	Q2	terms	rep_inc	0.0
M158.0	Ganesan	Q2	genes	rep_inc	0.0
M158.0	Ganesan	Q3	terms	rep_inc	0.0
M158.0	Ganesan	Q3	genes	rep_inc	0.0
M158.0	LC	Q0	terms	rep	50.0
M158.0	LC	Q0	genes	rep	100.0
M158.0	LC	Q1	terms	rep_inc	0.0
M158.0	LC	Q1	genes	rep_inc	0.0
M158.0	LC	Q2	terms	rep_inc	0.0
M158.0	LC	Q2	genes	rep_inc	0.0
M158.0	LC	Q3	terms	rep_inc	0.0
M158.0	LC	Q3	genes	rep_inc	0.0
M158.0	PS	Q0	terms	rep	31.25
M158.0	PS	Q0	genes	rep	100.0
M158.0	PS	Q1	terms	rep_inc	6.25
M158.0	PS	Q1	genes	rep_inc	40.0
M158.0	PS	Q2	terms	rep_inc	0.0
M158.0	PS	Q2	genes	rep_inc	0.0
M158.0	PS	Q3	terms	rep_inc	0.0
M158.0	PS	Q3	genes	rep_inc	0.0
M158.0	Zhou	Q0	terms	rep	60.0
M158.0	Zhou	Q0	genes	rep	100.0
M158.0	Zhou	Q1	terms	rep_inc	0.0
M158.0	Zhou	Q1	genes	rep_inc	0.0
M158.0	Zhou	Q2	terms	rep_inc	0.0
M158.0	Zhou	Q2	genes	rep_inc	0.0
M158.0	Zhou	Q3	terms	rep_inc	0.0
M158.0	Zhou	Q3	genes	rep_inc	0.0
M158.0	Resnik	Q0	terms	rep	36.111111111111114
M158.0	Resnik	Q0	genes	rep	100.0
M158.0	Resnik	Q1	terms	rep_inc	16.666666666666668
M158.0	Resnik	Q1	genes	rep_inc	86.66666666666667
M158.0	Resnik	Q2	terms	rep_inc	0.0
M158.0	Resnik	Q2	genes	rep_inc	0.0
M158.0	Resnik	Q3	terms	rep_inc	0.0
M158.0	Resnik	Q3	genes	rep_inc	0.0
M158.0	Lin	Q0	terms	rep	31.57894736842105
M158.0	Lin	Q0	genes	rep	100.0
M158.0	Lin	Q1	terms	rep_inc	10.526315789473685
M158.0	Lin	Q1	genes	rep_inc	80.0
M158.0	Lin	Q2	terms	rep_inc	0.0
M158.0	Lin	Q2	genes	rep_inc	0.0
M158.0	Lin	Q3	terms	rep_inc	0.0
M158.0	Lin	Q3	genes	rep_inc	0.0
M158.0	Nunivers	Q0	terms	rep	34.09090909090909
M158.0	Nunivers	Q0	genes	rep	100.0
M158.0	Nunivers	Q1	terms	rep_inc	25.0
M158.0	Nunivers	Q1	genes	rep_inc	86.66666666666667
M158.0	Nunivers	Q2	terms	rep_inc	6.818181818181818
M158.0	Nunivers	Q2	genes	rep_inc	60.0
M158.0	Nunivers	Q3	terms	rep_inc	2.272727272727273
M158.0	Nunivers	Q3	genes	rep_inc	33.333333333333336
M158.0	AIC	Q0	terms	rep	33.333333333333336
M158.0	AIC	Q0	genes	rep	100.0
M158.0	AIC	Q1	terms	rep_inc	20.512820512820515
M158.0	AIC	Q1	genes	rep_inc	86.66666666666667
M158.0	AIC	Q2	terms	rep_inc	5.128205128205129
M158.0	AIC	Q2	genes	rep_inc	33.333333333333336
M158.0	AIC	Q3	terms	rep_inc	2.5641025641025643
M158.0	AIC	Q3	genes	rep_inc	33.333333333333336
M158.0	DAVID	Q0	terms	rep	57.142857142857146
M158.0	DAVID	Q0	genes	rep	53.333333333333336
M158.0	DAVID	Q1	terms	rep_inc	57.142857142857146
M158.0	DAVID	Q1	genes	rep_inc	53.333333333333336
M158.0	DAVID	Q2	terms	rep_inc	23.80952380952381
M158.0	DAVID	Q2	genes	rep_inc	33.333333333333336
M158.0	DAVID	Q3	terms	rep_inc	4.761904761904762
M158.0	DAVID	Q3	genes	rep_inc	33.333333333333336
M106.1	DF	Q0	terms	rep	50.0
M106.1	DF	Q0	genes	rep	100.0
M106.1	DF	Q1	terms	rep_inc	7.142857142857143
M106.1	DF	Q1	genes	rep_inc	36.36363636363637
M106.1	DF	Q2	terms	rep_inc	7.142857142857143
M106.1	DF	Q2	genes	rep_inc	36.36363636363637
M106.1	DF	Q3	terms	rep_inc	0.0
M106.1	DF	Q3	genes	rep_inc	0.0
M106.1	Ganesan	Q0	terms	rep	43.75
M106.1	Ganesan	Q0	genes	rep	100.0
M106.1	Ganesan	Q1	terms	rep_inc	6.25
M106.1	Ganesan	Q1	genes	rep_inc	36.36363636363637
M106.1	Ganesan	Q2	terms	rep_inc	6.25
M106.1	Ganesan	Q2	genes	rep_inc	36.36363636363637
M106.1	Ganesan	Q3	terms	rep_inc	0.0
M106.1	Ganesan	Q3	genes	rep_inc	0.0
M106.1	LC	Q0	terms	rep	26.666666666666668
M106.1	LC	Q0	genes	rep	100.0
M106.1	LC	Q1	terms	rep_inc	13.333333333333334
M106.1	LC	Q1	genes	rep_inc	54.54545454545455
M106.1	LC	Q2	terms	rep_inc	13.333333333333334
M106.1	LC	Q2	genes	rep_inc	54.54545454545455
M106.1	LC	Q3	terms	rep_inc	6.666666666666667
M106.1	LC	Q3	genes	rep_inc	45.45454545454545
M106.1	PS	Q0	terms	rep	45.0
M106.1	PS	Q0	genes	rep	100.0
M106.1	PS	Q1	terms	rep_inc	15.0
M106.1	PS	Q1	genes	rep_inc	100.0
M106.1	PS	Q2	terms	rep_inc	10.0
M106.1	PS	Q2	genes	rep_inc	100.0
M106.1	PS	Q3	terms	rep_inc	0.0
M106.1	PS	Q3	genes	rep_inc	0.0
M106.1	Zhou	Q0	terms	rep	42.857142857142854
M106.1	Zhou	Q0	genes	rep	100.0
M106.1	Zhou	Q1	terms	rep_inc	0.0
M106.1	Zhou	Q1	genes	rep_inc	0.0
M106.1	Zhou	Q2	terms	rep_inc	0.0
M106.1	Zhou	Q2	genes	rep_inc	0.0
M106.1	Zhou	Q3	terms	rep_inc	0.0
M106.1	Zhou	Q3	genes	rep_inc	0.0
M106.1	Resnik	Q0	terms	rep	25.806451612903224
M106.1	Resnik	Q0	genes	rep	100.0
M106.1	Resnik	Q1	terms	rep_inc	22.580645161290324
M106.1	Resnik	Q1	genes	rep_inc	100.0
M106.1	Resnik	Q2	terms	rep_inc	16.129032258064516
M106.1	Resnik	Q2	genes	rep_inc	63.63636363636363
M106.1	Resnik	Q3	terms	rep_inc	12.903225806451612
M106.1	Resnik	Q3	genes	rep_inc	54.54545454545455
M106.1	Lin	Q0	terms	rep	21.875
M106.1	Lin	Q0	genes	rep	100.0
M106.1	Lin	Q1	terms	rep_inc	18.75
M106.1	Lin	Q1	genes	rep_inc	100.0
M106.1	Lin	Q2	terms	rep_inc	12.5
M106.1	Lin	Q2	genes	rep_inc	63.63636363636363
M106.1	Lin	Q3	terms	rep_inc	9.375
M106.1	Lin	Q3	genes	rep_inc	54.54545454545455
M106.1	Nunivers	Q0	terms	rep	31.03448275862069
M106.1	Nunivers	Q0	genes	rep	100.0
M106.1	Nunivers	Q1	terms	rep_inc	27.586206896551722
M106.1	Nunivers	Q1	genes	rep_inc	100.0
M106.1	Nunivers	Q2	terms	rep_inc	24.137931034482758
M106.1	Nunivers	Q2	genes	rep_inc	100.0
M106.1	Nunivers	Q3	terms	rep_inc	17.24137931034483
M106.1	Nunivers	Q3	genes	rep_inc	54.54545454545455
M106.1	AIC	Q0	terms	rep	58.333333333333336
M106.1	AIC	Q0	genes	rep	100.0
M106.1	AIC	Q1	terms	rep_inc	8.333333333333334
M106.1	AIC	Q1	genes	rep_inc	36.36363636363637
M106.1	AIC	Q2	terms	rep_inc	8.333333333333334
M106.1	AIC	Q2	genes	rep_inc	36.36363636363637
M106.1	AIC	Q3	terms	rep_inc	0.0
M106.1	AIC	Q3	genes	rep_inc	0.0
M106.1	DAVID	Q0	terms	rep	17.391304347826086
M106.1	DAVID	Q0	genes	rep	72.72727272727273
M106.1	DAVID	Q1	terms	rep_inc	17.391304347826086
M106.1	DAVID	Q1	genes	rep_inc	72.72727272727273
M106.1	DAVID	Q2	terms	rep_inc	8.695652173913043
M106.1	DAVID	Q2	genes	rep_inc	72.72727272727273
M106.1	DAVID	Q3	terms	rep_inc	4.3478260869565215
M106.1	DAVID	Q3	genes	rep_inc	27.272727272727273
M106.0	DF	Q0	terms	rep	19.51219512195122
M106.0	DF	Q0	genes	rep	100.0
M106.0	DF	Q1	terms	rep_inc	14.634146341463415
M106.0	DF	Q1	genes	rep_inc	100.0
M106.0	DF	Q2	terms	rep_inc	7.317073170731708
M106.0	DF	Q2	genes	rep_inc	70.58823529411765
M106.0	DF	Q3	terms	rep_inc	2.4390243902439024
M106.0	DF	Q3	genes	rep_inc	41.1764705882353
M106.0	Ganesan	Q0	terms	rep	24.0
M106.0	Ganesan	Q0	genes	rep	100.0
M106.0	Ganesan	Q1	terms	rep_inc	18.0
M106.0	Ganesan	Q1	genes	rep_inc	100.0
M106.0	Ganesan	Q2	terms	rep_inc	10.0
M106.0	Ganesan	Q2	genes	rep_inc	100.0
M106.0	Ganesan	Q3	terms	rep_inc	6.0
M106.0	Ganesan	Q3	genes	rep_inc	47.05882352941177
M106.0	LC	Q0	terms	rep	50.0
M106.0	LC	Q0	genes	rep	100.0
M106.0	LC	Q1	terms	rep_inc	0.0
M106.0	LC	Q1	genes	rep_inc	0.0
M106.0	LC	Q2	terms	rep_inc	0.0
M106.0	LC	Q2	genes	rep_inc	0.0
M106.0	LC	Q3	terms	rep_inc	0.0
M106.0	LC	Q3	genes	rep_inc	0.0
M106.0	PS	Q0	terms	rep	31.25
M106.0	PS	Q0	genes	rep	100.0
M106.0	PS	Q1	terms	rep_inc	12.5
M106.0	PS	Q1	genes	rep_inc	100.0
M106.0	PS	Q2	terms	rep_inc	6.25
M106.0	PS	Q2	genes	rep_inc	100.0
M106.0	PS	Q3	terms	rep_inc	0.0
M106.0	PS	Q3	genes	rep_inc	0.0
M106.0	Zhou	Q0	terms	rep	44.44444444444444
M106.0	Zhou	Q0	genes	rep	100.0
M106.0	Zhou	Q1	terms	rep_inc	0.0
M106.0	Zhou	Q1	genes	rep_inc	0.0
M106.0	Zhou	Q2	terms	rep_inc	0.0
M106.0	Zhou	Q2	genes	rep_inc	0.0
M106.0	Zhou	Q3	terms	rep_inc	0.0
M106.0	Zhou	Q3	genes	rep_inc	0.0
M106.0	Resnik	Q0	terms	rep	52.94117647058823
M106.0	Resnik	Q0	genes	rep	100.0
M106.0	Resnik	Q1	terms	rep_inc	5.882352941176471
M106.0	Resnik	Q1	genes	rep_inc	17.647058823529413
M106.0	Resnik	Q2	terms	rep_inc	0.0
M106.0	Resnik	Q2	genes	rep_inc	0.0
M106.0	Resnik	Q3	terms	rep_inc	0.0
M106.0	Resnik	Q3	genes	rep_inc	0.0
M106.0	Lin	Q0	terms	rep	31.70731707317073
M106.0	Lin	Q0	genes	rep	100.0
M106.0	Lin	Q1	terms	rep_inc	19.51219512195122
M106.0	Lin	Q1	genes	rep_inc	100.0
M106.0	Lin	Q2	terms	rep_inc	7.317073170731708
M106.0	Lin	Q2	genes	rep_inc	70.58823529411765
M106.0	Lin	Q3	terms	rep_inc	2.4390243902439024
M106.0	Lin	Q3	genes	rep_inc	41.1764705882353
M106.0	Nunivers	Q0	terms	rep	21.428571428571427
M106.0	Nunivers	Q0	genes	rep	100.0
M106.0	Nunivers	Q1	terms	rep_inc	21.428571428571427
M106.0	Nunivers	Q1	genes	rep_inc	100.0
M106.0	Nunivers	Q2	terms	rep_inc	12.5
M106.0	Nunivers	Q2	genes	rep_inc	100.0
M106.0	Nunivers	Q3	terms	rep_inc	5.357142857142857
M106.0	Nunivers	Q3	genes	rep_inc	64.70588235294117
M106.0	AIC	Q0	terms	rep	52.17391304347826
M106.0	AIC	Q0	genes	rep	100.0
M106.0	AIC	Q1	terms	rep_inc	17.391304347826086
M106.0	AIC	Q1	genes	rep_inc	100.0
M106.0	AIC	Q2	terms	rep_inc	4.3478260869565215
M106.0	AIC	Q2	genes	rep_inc	70.58823529411765
M106.0	AIC	Q3	terms	rep_inc	0.0
M106.0	AIC	Q3	genes	rep_inc	0.0
M106.0	DAVID	Q0	terms	rep	37.93103448275862
M106.0	DAVID	Q0	genes	rep	100.0
M106.0	DAVID	Q1	terms	rep_inc	37.93103448275862
M106.0	DAVID	Q1	genes	rep_inc	100.0
M106.0	DAVID	Q2	terms	rep_inc	24.137931034482758
M106.0	DAVID	Q2	genes	rep_inc	100.0
M106.0	DAVID	Q3	terms	rep_inc	13.793103448275861
M106.0	DAVID	Q3	genes	rep_inc	64.70588235294117
M133.1	DF	Q0	terms	rep	15.555555555555555
M133.1	DF	Q0	genes	rep	90.9090909090909
M133.1	DF	Q1	terms	rep_inc	13.333333333333334
M133.1	DF	Q1	genes	rep_inc	90.9090909090909
M133.1	DF	Q2	terms	rep_inc	2.2222222222222223
M133.1	DF	Q2	genes	rep_inc	27.272727272727273
M133.1	DF	Q3	terms	rep_inc	0.0
M133.1	DF	Q3	genes	rep_inc	0.0
M133.1	Ganesan	Q0	terms	rep	46.15384615384615
M133.1	Ganesan	Q0	genes	rep	100.0
M133.1	Ganesan	Q1	terms	rep_inc	0.0
M133.1	Ganesan	Q1	genes	rep_inc	0.0
M133.1	Ganesan	Q2	terms	rep_inc	0.0
M133.1	Ganesan	Q2	genes	rep_inc	0.0
M133.1	Ganesan	Q3	terms	rep_inc	0.0
M133.1	Ganesan	Q3	genes	rep_inc	0.0
M133.1	LC	Q0	terms	rep	36.36363636363637
M133.1	LC	Q0	genes	rep	100.0
M133.1	LC	Q1	terms	rep_inc	0.0
M133.1	LC	Q1	genes	rep_inc	0.0
M133.1	LC	Q2	terms	rep_inc	0.0
M133.1	LC	Q2	genes	rep_inc	0.0
M133.1	LC	Q3	terms	rep_inc	0.0
M133.1	LC	Q3	genes	rep_inc	0.0
M133.1	PS	Q0	terms	rep	38.095238095238095
M133.1	PS	Q0	genes	rep	100.0
M133.1	PS	Q1	terms	rep_inc	14.285714285714286
M133.1	PS	Q1	genes	rep_inc	72.72727272727273
M133.1	PS	Q2	terms	rep_inc	0.0
M133.1	PS	Q2	genes	rep_inc	0.0
M133.1	PS	Q3	terms	rep_inc	0.0
M133.1	PS	Q3	genes	rep_inc	0.0
M133.1	Zhou	Q0	terms	rep	42.857142857142854
M133.1	Zhou	Q0	genes	rep	100.0
